Symbol,Name,Exchange,Last,Industry,SIC Description,Time,Trend,20D Avg Vol,52W %/High,20D MA,50D MA,100D MA,Market Cap
EQNR,Equinor ASA ADR,NYSE,36.99,Other Alt Energy,,4/5/2022,Buy,4228520,-3.90%,35.42,32.41,29.56,1.22319E+11
EQT,Eqt Corp,NYSE,36.23,Oil - US Exploration & Product,,4/5/2022,Buy,9818735,-4.61%,30.4,25.69,23.59,13672198000
ERES,East Resources Acquisition Company Cl A,NASDAQ,9.93,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,57420,0.00%,9.91,9.89,9.88,428231000
ERF,Enerplus Corp,NYSE,12.6,Oil - C$ Exploration & Product,,4/5/2022,Buy,3015355,-13.61%,12.97,12.45,11.42,3180130000
ESLT,Elbit Systems Ltd,NASDAQ,218.49,Aerospace - Defense Equipment,,4/5/2022,Buy,38320,-8.57%,218.46,194.8,179.36,9562406000
ET,Energy Transfer LP,NYSE,11.19,Oil Gas Prod Pipeline MLP,,4/5/2022,Buy,24008529,-3.99%,10.48,10.2,9.47,36426424000
ETAC,E.Merge Technology Acquisition Corp Cl A,NASDAQ,9.91,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,103750,-0.60%,9.9,9.88,9.87,606492000
ETR,Entergy Corp,NYSE,121.31,Utility - Electric Power,,4/5/2022,Buy,1151290,-0.65%,113.14,109.91,108.9,23999142000
EVA,Enviva Partners LP,NYSE,81.05,Building Products - Wood,,4/5/2022,Buy,544105,-2.13%,77.41,73.32,72.31,5417236000
EVH,Evolent Health Inc Cl A Com,NYSE,30.58,Internet - Software,,4/5/2022,Buy,714110,-11.62%,30.73,27.04,26.73,2850151000
EXC,Exelon Corp,NASDAQ,47.8,Utility - Electric Power,,4/5/2022,Buy,7819570,-0.79%,44.99,43.3,41.25,46399684000
EXEL,Exelixis Inc,NASDAQ,22.9,Medical - Biomedical,,4/5/2022,Buy,1912645,-11.14%,21.61,20.18,18.97,7398416000
FANG,Diamondback Energy,NASDAQ,135.48,Oil - US Exploration & Product,,4/5/2022,Buy,2712380,-8.45%,135.71,132.89,122.42,24765358000
FCX,Freeport-Mcmoran Inc,NYSE,49.09,Mining - Non Ferrous,,4/5/2022,Buy,16336070,-5.58%,48.9,45.17,42.61,74048352000
FDUS,Fidus Investment Cor,NASDAQ,20.25,Finance - SBIC & Commercial,,4/5/2022,Buy,132420,-2.32%,19.96,19.02,18.43,492466000
FE,Firstenergy Corp,NYSE,46.64,Utility - Electric Power,SIC-4911 Electric Services,4/5/2022,Buy,4549155,-1.12%,44.64,42.84,41.46,26438520000
FHN,First Horizon Corp,NYSE,23.45,Banks - Southwest,SIC-6021 National Commercial Banks,4/5/2022,Buy,10199405,-3.26%,23.28,20.79,18.84,12612325000
FLMN,Falcon Minerals Corp Cl A,NASDAQ,6.89,Oil - Field Services,,4/5/2022,Buy,884710,-3.77%,6.45,5.87,5.41,601685000
FLNG,Flex Lng Ltd,NYSE,29.4,Transportation - Ship,,4/5/2022,Buy,517425,-2.23%,24.86,22.81,22.39,1506907000
FLOW,SPX Flow Inc,NYSE,86.49,Machinery - Electrical,,4/4/2022,Buy,865610,-2.33%,86.13,85.86,85.28,3637596000
FLR,Fluor Corp,NYSE,28.74,Engineering & R&D Services,,4/5/2022,Buy,2002970,-6.57%,28.95,24.71,24.06,4137805000
FLS,Flowserve Corp,NYSE,35.56,Machinery - General Industrial,,4/5/2022,Buy,1823230,-19.89%,34.5,33.07,32.26,4672304000
FLT,Fleetcor Technologies,NYSE,256.5,Financial Transaction Services,,4/5/2022,Buy,372745,-13.16%,241.28,237.76,232.14,19770836000
FMC,FMC Corp,NYSE,133.7,Chemical - Diversified,SIC-2800 Chemicals & Allied Products,4/5/2022,Buy,1371160,-2.14%,129.91,120.81,113.87,16644312000
FMX,Fomento Economico Mexicano S.A.B. DE C.V. ADR,NYSE,80.77,Beverages - Soft,,4/5/2022,Buy,475965,-9.84%,80.85,78.46,77.35,29455990000
FNV,Franco Nev Corp,NYSE,160.62,Mining - Gold,SIC-1040 Gold and Silver Ores,4/5/2022,Buy,808610,-4.60%,158.15,148.68,142.16,31151084000
FPI,Farmland Partners Inc,NYSE,13.83,REIT - Equity Trust Other,,4/5/2022,Buy,607840,-6.74%,13.51,12.33,12.14,646324000
FRO,Frontline Ltd,NYSE,9.28,Transportation - Ship,,4/5/2022,Buy,2434050,-10.98%,8.63,8.19,7.68,1925403000
FSK,FS KKR Capital Corp,NYSE,23.02,Finance - SBIC & Commercial,,4/5/2022,Buy,1478155,-1.81%,22.54,22.3,21.79,6555381000
FTS,Fortis Inc,NYSE,50.75,Utility - Electric Power,,4/5/2022,Buy,540700,-1.07%,48.32,47.13,46.56,23904904000
FWONK,Liberty Media F1 Series K,NASDAQ,69.55,Media Conglomerates,SIC-4833 Television Broadcasting Stations,4/5/2022,Buy,1292470,-1.42%,63.63,61.81,61.46,16124055000
GBT,Global Blood Ther,NASDAQ,37.39,Medical - Biomedical,,4/5/2022,Buy,988810,-14.98%,32.83,30.76,30.15,2417823000
GD,General Dynamics Corp,NYSE,239.15,Aerospace - Defense,SIC-3730 Ship & Boat Building & Repairing,4/5/2022,Buy,1523245,-6.21%,237.6,226.66,215.17,66538472000
GDDY,Godaddy Inc,NYSE,85.72,Internet Services - Delivery,,4/5/2022,Buy,1655025,-5.21%,81.91,79.94,77.08,14624964000
GDEN,Golden Entmt,NASDAQ,56,Gaming,,4/5/2022,Buy,289745,-6.60%,56.72,52.96,50.45,1687316000
GEL,Genesis Energy LP,NYSE,12.51,Oil Refining & Marketing MLP,,4/5/2022,Buy,641700,-7.20%,12.01,11.76,11.43,1484444000
GGAL,Grupo Fin Galicia ADR,NASDAQ,10.62,Banks - Foreign,,4/5/2022,Buy,566145,-16.71%,10.48,9.86,9.71,1623634000
GGB,Gerdau S.A. ADR,NYSE,6.4,Steel - Producers,,4/5/2022,Buy,11952795,-11.94%,6.09,5.59,5.23,11143398000
GLNG,Golar Lng Ltd,NASDAQ,24.73,Transportation - Ship,SIC-4400 Water Transportation,4/5/2022,Buy,2156785,-5.72%,21.52,17.92,15.22,2723313000
GLP,Global Partners LP,NYSE,27.3,Oil Refining & Marketing MLP,,4/5/2022,Buy,100365,-5.57%,27,26.63,25.2,954720000
GNK,Genco Shipping & Trading Ltd,NYSE,22.15,Transportation - Ship,,4/5/2022,Buy,1223530,-9.42%,21.84,19.57,17.41,931468000
GO,Grocery Outlet Holding Corp,NASDAQ,34.21,Consumer Prdts - Misc Staple,,4/5/2022,Buy,793395,-19.11%,31.74,28.6,28.15,3244062000
GOAC,Go Acquisition Corp Cl A,NYSE,9.92,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,38205,-1.29%,9.9,9.88,9.87,570406000
GOGO,Gogo Inc,NASDAQ,19.19,Wireless National,,4/5/2022,Buy,1062740,-3.95%,18.27,15.38,14.4,2193167000
GOLD,Barrick Gold Corp,NYSE,24.46,Mining - Gold,,4/5/2022,Buy,21044766,-6.18%,24.33,22.51,20.74,44234168000
GPRK,Geopark Hlds Lmtd,NYSE,16.05,Oil - US Exploration & Product,,4/5/2022,Buy,260800,-8.68%,14.66,14.56,13.31,943327000
GRIN,Grindrod Shipping Holdings Ltd,NASDAQ,24.02,Transportation - Ship,,4/5/2022,Buy,423965,-15.62%,23.76,21.88,18.79,498190000
GSAQ,Global Synergy Acquisition Corp,NASDAQ,9.95,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,54610,-0.10%,9.92,9.89,9.86,321360000
HAAC,Health Assurance Acquisition Corp Cl A,NASDAQ,9.84,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,74935,-8.47%,9.83,9.81,9.8,544890000
HAL,Halliburton Company,NYSE,37.53,Oil - Field Services,,4/5/2022,Buy,12897510,-5.16%,37.15,34.32,29.16,34837636000
HCC,Warrior Met Coal Inc,NYSE,35.28,Coal,,4/5/2022,Buy,881010,-17.86%,38.06,33.78,28.93,1830126000
HE,Hawaiian Electric Industries,NYSE,42.66,Utility - Electric Power,,4/5/2022,Buy,410520,-7.20%,41.88,41.59,41.2,4649723000
HEI,Heico Corp,NYSE,155.39,Aerospace - Defense Equipment,,4/5/2022,Buy,380020,-2.45%,151.04,145.1,144.49,21360910000
HES,Hess Corp,NYSE,107.63,Oil - US Integrated,,4/5/2022,Buy,2722795,-3.61%,102.52,97.96,89.02,33980148000
HHC,Howard Hughes Corp,NYSE,102.17,Real Estate Developers,SIC-6798 Real Estate Investment Trusts,4/5/2022,Buy,203815,-9.74%,99.47,96.32,95.61,5623653000
HHLA,HH&L Acquisition Co. Cl A,NYSE,9.81,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,149690,-1.90%,9.78,9.75,9.74,507668000
HIG,Hartford Financial Services Group,NYSE,71.47,Insurance - Multi Line,,4/5/2022,Buy,2370635,-8.57%,70.64,70.38,70.01,23553570000
HIGA,H.I.G. Acquisition Corp Cl A,NYSE,9.87,Unclassified,N/A,4/5/2022,Buy,153930,-1.79%,9.85,9.83,9.82,449016000
HLLY,Holley Inc,NYSE,13.72,Auto - Truck Original Parts,,4/5/2022,Buy,290940,-6.54%,13.89,12.92,12.77,1631843000
HMHC,Houghton Mifflin Har,NASDAQ,21.01,Business Services,,4/5/2022,Buy,5778470,-0.57%,20.97,19.8,17.89,2689951000
HP,Helmerich & Payne,NYSE,44.03,Oil & Gas - Drilling,,4/5/2022,Buy,1627870,-3.76%,42.02,36.97,31.49,4725569000
HPK,Highpeak Energy Inc,NASDAQ,22.58,Oil - US Exploration & Product,SIC-1381 Drilling Oil & Gas Wells,4/5/2022,Buy,99115,-13.15%,21.63,20.45,17.89,2194009000
HRB,H&R Block,NYSE,26.06,Consumer Services - Misc,,4/5/2022,Buy,2246120,-2.91%,25.81,24.82,24.23,4218754000
HRL,Hormel Foods Corp,NYSE,52.27,Food - Meat Products,,4/5/2022,Buy,1740065,-1.72%,50.47,49.08,47.72,28176398000
HRMY,Harmony Biosciences Holdings Inc,NASDAQ,49.94,Medical - Biomedical,,4/5/2022,Buy,508280,-5.33%,48.37,42.27,40.66,2935358000
HSIC,Henry Schein Inc,NASDAQ,87.14,Medical - Dental Suppliers,,4/5/2022,Buy,854270,-2.62%,87.16,83.11,79.46,12031444000
HST,Host Marriott Financial Trust,NASDAQ,19.01,REIT - Equity Trust Other,,4/5/2022,Buy,7990890,-6.10%,18.83,18.25,17.64,13890219000
HSY,Hershey Foods Corp,NYSE,218.41,Food - Confectionery,,4/5/2022,Buy,936360,-1.40%,210.79,205.81,196.79,44439000000
HWM,Howmet Aerospace Inc,NYSE,34.45,Engineering & R&D Services,,4/5/2022,Buy,2594830,-8.52%,35.57,34.35,32.89,15302949000
HXL,Hexcel Corp,NYSE,56.3,Aerospace - Defense Equipment,,4/5/2022,Buy,693945,-13.37%,57.54,55.37,54.79,4926191000
IAG,Iamgold Corp,NYSE,3.47,Mining - Gold,,4/5/2022,Buy,6740330,-9.75%,3.41,3.09,3.05,1726693000
ICL,Israel Chemicals Ltd,NYSE,11.79,Chemical - Specialty,,4/5/2022,Buy,1474880,-7.17%,11.52,10.72,10.18,15334400000
IFS,Intercorp Financial Services Inc,NYSE,36.04,Finance - Misc Services,,4/5/2022,Buy,44835,-4.25%,34.05,32.81,29.57,4215138000
IGAC,IG Acquisition Corp Cl A,NASDAQ,9.87,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,42795,-1.74%,9.85,9.84,9.83,370125000
IIIV,I3 Verticals Inc Cl A,NASDAQ,29.64,Internet - Software,"SIC-7389 Services-Business Services, NEC",4/5/2022,Buy,148470,-14.11%,26.61,25.42,23.67,929722000
IIVI,I I V I Inc,NASDAQ,68.62,Machinery - Electrical,,4/5/2022,Buy,1159820,-17.77%,69.59,67.71,67.31,7542270000
IMKTA,Ingles Markets Inc,NASDAQ,88.89,Retail - Supermarket,,4/5/2022,Buy,110855,-7.16%,90.93,85.83,84.12,1710979000
IMXI,International Money Express Inc,NASDAQ,21.21,Financial Transaction Services,,4/5/2022,Buy,509900,-3.50%,20.41,17.74,16.81,824603000
INCY,Incyte Corp,NASDAQ,80.7,Medical - Biomedical,SIC-8731 Services-Commercial Physical & Biological Re,4/5/2022,Buy,1500365,-8.57%,76.84,72.86,71.52,17907406000
INN,Summit Hotel Properties,NYSE,9.68,REIT - Equity Trust Other,,4/5/2022,Buy,706990,-11.52%,9.93,9.8,9.68,1072950000
INSW,International Seaways Inc,NYSE,18.73,Transportation - Ship,SIC-4400 Water Transportation,4/5/2022,Buy,637890,-11.94%,17.44,16.73,16.01,928512000
INVA,Innoviva Inc,NASDAQ,19.61,Large Cap Pharma,,4/5/2022,Buy,1183315,-5.29%,19.12,18.26,17.64,1380885000
IPI,Intrepid Potash Inc,NYSE,83.52,Fertilizers,,4/5/2022,Buy,768930,-11.03%,79.15,60.77,51.45,1124801000
IRM,Iron Mountain Inc,NYSE,55.27,REIT - Equity Trust Other,,4/5/2022,Buy,1944220,-2.19%,52.2,48.57,48.29,16217444000
IRS,Irsa Inversiones Y Representaciones S.A. ADR,NYSE,4.83,Real Estate Developers,,4/5/2022,Buy,46125,-8.00%,4.93,4.65,4.46,328023000
IRT,Independence Realty Trust Inc,NYSE,26.26,REIT - Equity Trust Resident,,4/5/2022,Buy,7218255,-4.89%,26.04,24.97,24.67,5920587000
IRTC,Irhythm Technologies Inc,NASDAQ,160.26,Medical Information Systems,,4/5/2022,Buy,428975,-5.47%,141.16,131.19,121.1,4958479000
IRWD,Ironwood Pharmaceuti,NASDAQ,12.47,Medical - Drugs,,4/5/2022,Buy,2363210,-12.61%,12.35,11.53,11.52,2014158000
ISEE,Iveric Bio Inc,NASDAQ,18.29,Medical - Biomedical,,4/5/2022,Buy,1878915,-5.45%,16.15,15.32,15.17,2187373000
ITCI,Intra-Cellular Ther,NASDAQ,63.21,Medical - Biomedical,,4/5/2022,Buy,894265,-3.78%,60.08,55.37,48.87,5904846000
ITUB,Itau Unibanco Banco Holding S.A. ADR,NYSE,5.66,Banks - Foreign,,4/5/2022,Buy,46713270,-16.27%,5.4,5.04,4.5,57428000000
IVT,Inventrust Pptys Corp,NYSE,31.29,REIT - Equity Trust Other,,4/5/2022,Buy,375760,-2.81%,29.3,27.41,26.79,2126050000
JAZZ,Jazz Pharma Plc,NASDAQ,162.88,Medical - Drugs,,4/5/2022,Buy,478460,-13.82%,157.75,147.96,139.32,9923308000
JKHY,Jack Henry & Assoc,NASDAQ,203.75,Electronic Misc Services,,4/5/2022,Buy,586495,-0.60%,189.59,178.37,170.02,14611606000
JNJ,Johnson & Johnson,NYSE,177.61,Large Cap Pharma,,4/5/2022,Buy,7450385,-1.44%,175.22,170.88,168.54,4.63987E+11
JNPR,Juniper Networks,NYSE,36.29,Wireless Equipment,,4/5/2022,Buy,5012565,-4.85%,35.49,34.54,33.94,11867314000
JOE,St. Joe Company,NYSE,60.58,Real Estate Developers,,4/5/2022,Buy,223075,-2.62%,57.33,52.62,51.53,3578908000
JXN,Jackson Financial Inc Cl A,NYSE,42.23,Finance - Misc Services,,4/5/2022,Buy,1173830,-11.58%,43.2,41.19,39.98,4004329000
KAR,Kar Auction Services Inc,NYSE,17.7,Retail - Misc & Diversified,,4/5/2022,Buy,1081005,-19.91%,18.23,16.15,15.89,2180046000
KBR,KBR Inc,NYSE,54.16,Engineering & R&D Services,SIC-1600 Heavy Construction Other Than Bldg Const - C,4/5/2022,Buy,1815645,-3.41%,53.89,49.39,47.71,7535845000
KHC,Kraft Heinz Company,NASDAQ,39.59,Food - Misc & Diversified,"SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food",4/5/2022,Buy,5594330,-11.92%,38.52,37.68,36.72,48861024000
KIII,Kismet Acquisition Three Corp Cl A,NASDAQ,9.8,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,101065,-1.71%,9.76,9.73,9.72,356650000
KIM,Kimco Realty Corp,NYSE,24.15,REIT - Equity Trust Retail,,4/5/2022,Buy,3850245,-5.74%,24.2,24,23.92,15206888000
KINZ,Kins Technology Group Inc Cl A,NASDAQ,10.07,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,57515,0.00%,10.04,10.01,9.99,346380000
KMI,Kinder Morgan,NYSE,18.92,Oil - Production & Pipeline,,4/5/2022,Buy,17943930,-2.47%,18.33,17.79,17.09,43762460000
KNOP,Knot Offshore Partners LP,NYSE,17.52,Transportation - Ship,,4/5/2022,Buy,203700,-13.86%,16.13,15.61,15.29,597997000
KOS,Kosmos Energy Ltd,NYSE,7.56,International E&P,,4/5/2022,Buy,12963275,-7.99%,6.67,5.49,4.65,3646673000
KR,Kroger Company,NYSE,57.65,Retail - Supermarket,,4/5/2022,Buy,6736310,-7.88%,56.43,50.71,47.75,41546808000
KRO,Kronos Worldwide Inc,NYSE,15.47,Chemical - Diversified,,4/5/2022,Buy,152840,-15.97%,15.53,14.82,14.77,1814238000
KT,Korea Telecom Corp ADR,NYSE,15.16,Wireless Non-US,,4/5/2022,Buy,1202235,-1.24%,13.93,13.48,13.25,7484725000
KZR,Kezar Life Sciences Inc,NASDAQ,16.51,Medical - Biomedical,,4/5/2022,Buy,990030,-11.00%,16.02,14.68,14.19,971494000
L,Loews Corp,NYSE,63.3,Insurance - Multi Line,,4/5/2022,Buy,929135,-4.09%,63.69,61.87,59.72,15734721000
LAND,Gladstone Land Corp,NASDAQ,37.43,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/5/2022,Buy,351320,-3.16%,36.09,32.63,31.6,1271585000
LBRT,Liberty Oilfield Services Inc,NYSE,15.01,Oil - Field Services,,4/5/2022,Buy,1863115,-15.58%,14.58,13.21,11.84,2897499000
LCAP,Lionheart Acquisition Corp II Cl A,NASDAQ,10.18,Medical Services,,4/5/2022,Buy,56765,-2.12%,10.09,10.05,10.01,300000000
LDOS,Leidos Holdings Inc,NYSE,107.2,Aerospace - Defense,,4/5/2022,Buy,1002950,-2.21%,105.86,98.39,94.39,14619952000
LHX,L3Harris Technologies Inc,NYSE,256.44,Aerospace - Defense,,4/5/2022,Buy,1461540,-8.32%,252.04,237.72,227.02,48774680000
LLNW,Limelight Networks,NASDAQ,5.07,Internet - Services,,4/5/2022,Buy,2289685,-8.65%,4.89,4.39,3.84,729562000
LLY,Eli Lilly and Company,NYSE,292.49,Large Cap Pharma,,4/5/2022,Buy,3020710,-1.13%,282.88,260.48,259.42,2.77533E+11
LMT,Lockheed Martin Corp,NYSE,447.24,Aerospace - Defense,,4/5/2022,Buy,2479655,-6.82%,441.86,419.56,384.65,1.18344E+11
LND,Brasilagro ADR,NYSE,7.12,Agriculture Operations,,4/5/2022,Buy,74345,-2.06%,6.75,6.21,5.52,440317000
LNT,Alliant Energy Corp,NASDAQ,63.28,Utility - Electric Power,,4/5/2022,Buy,1118630,-1.16%,61.32,59.49,59.15,15722839000
LNTH,Lantheus Holdings,NASDAQ,57.34,Medical Products,,4/5/2022,Buy,1447510,-3.03%,54.17,41.91,34.86,3862801000
LOPE,Grand Canyon Educati,NASDAQ,97.85,Schools,,4/5/2022,Buy,358110,-15.62%,95.71,88.63,84.93,3428485000
LPG,Dorian Lpg Ltd,NYSE,14.77,Transportation - Ship,,4/5/2022,Buy,521705,-5.80%,14.05,13.34,13.08,576396000
LPI,Laredo Petroleum Holdings Inc,NYSE,81.12,Oil - US Exploration & Product,,4/5/2022,Buy,878460,-18.28%,76.22,73.76,69.72,1463226000
LPLA,Lpl Financial Holdings,NASDAQ,186.4,Finance - Investment Brokers,,4/5/2022,Buy,629090,-5.04%,177.29,175.82,170.25,14745484000
LQDA,Liquidia Corp,NASDAQ,7.21,Medical - Biomedical,,4/5/2022,Buy,566630,-6.49%,6.96,6.45,5.65,369936000
LRN,Stride Inc,NYSE,36.03,Schools,,4/5/2022,Buy,371945,-6.17%,34.74,34.2,33.53,1571603000
LTC,Ltc Properties,NYSE,36.86,REIT - Equity Trust Other,,4/5/2022,Buy,292675,-16.02%,37.05,35.43,34.75,1507206000
LXU,Lsb Industries Inc,NYSE,22.33,Conglomerates - Div Operations,,4/5/2022,Buy,1008155,-10.43%,21.72,16.51,13.22,2050120000
LYB,Lyondellbasell Industries NV,NYSE,101.95,Chemical - Diversified,,4/5/2022,Buy,2761920,-13.61%,103.3,100.42,96.46,33627584000
LYV,Live Nation Entertainment,NYSE,113.61,Leisure & Recreation Services,,4/5/2022,Buy,2027925,-11.07%,114.2,113.83,113.19,26094802000
MANT,Mantech Intl Cp A,NASDAQ,86.2,Computer - Services,,4/5/2022,Buy,270085,-6.30%,86.33,82.05,77.26,3478815000
MAXR,Maxar Technologies Ltd,NYSE,38.81,Satellite Communication,,4/5/2022,Buy,885660,-8.88%,36.45,31.52,30.31,2869540000
MBI,MBIA Inc,NYSE,14.79,Insurance - Multi Line,,4/5/2022,Buy,355630,-17.37%,14.95,14.63,13.95,861192000
MCK,Mckesson Corp,NYSE,307,Medical - Dental Suppliers,,4/5/2022,Buy,1383880,-1.52%,298.07,280.41,258.14,45802240000
MCRI,Monarch Casino,NASDAQ,86.97,Gaming,,4/5/2022,Buy,87175,-2.35%,85.27,77.39,73.55,1662893000
MCY,Mercury General Corp,NYSE,54.93,Insurance - Proprty & Casualty,,4/5/2022,Buy,195765,-19.08%,54.17,53.83,53.3,3056479000
MDRX,Allscripts Hlthcare,NASDAQ,22.7,Medical Information Systems,,4/5/2022,Buy,1665455,-2.32%,22.06,21.17,19.35,2790965000
MEOH,Methanex Cp,NASDAQ,54.63,Chemical - Diversified,,4/5/2022,Buy,407475,-3.70%,53.72,50.8,46.54,4092879000
MET,Metlife Inc,NYSE,70.01,Insurance - Multi Line,,4/5/2022,Buy,4669405,-3.50%,68.6,68.07,65.47,57458432000
MFC,Manulife Financial Corp,NYSE,21.47,Insurance - Life,,4/5/2022,Buy,4499740,-3.38%,20.65,20.63,19.97,41478160000
MGI,Moneygram Intl,NASDAQ,10.63,Finance - Misc Services,"SIC-7389 Services-Business Services, NEC",4/5/2022,Buy,3268180,-14.00%,10.64,10.15,8.7,1020356000
MGRC,Mcgrath Rentcorp,NASDAQ,84.53,Finance - Leasing Companies,"SIC-7359 Services-Equipment Rental & Leasing, NEC",4/5/2022,Buy,94120,-4.92%,84.8,80.07,79.26,2030320000
MGY,Magnolia Oil & Gas Corp,NYSE,24.03,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/5/2022,Buy,2546575,-6.13%,23.6,22.47,21.12,5478801000
MIRM,Mirum Pharmaceuticals Inc,NASDAQ,24.24,Medical - Biomedical,,4/5/2022,Buy,165550,-2.73%,22.57,21.63,18.54,763741000
MKL,Markel Corp,NYSE,1473.6899,Insurance - Proprty & Casualty,,4/5/2022,Buy,91100,-2.60%,1428.89,1316.91,1278.62,20051360000
MMI,Marcus & Millichap,NYSE,56.83,Real Estate Developers,,4/5/2022,Buy,170250,-2.57%,49.52,48.2,48.03,2221617000
MMP,Magellan Midstream Partners LP,NYSE,49.71,Oil Gas Prod Pipeline MLP,,4/5/2022,Buy,1107545,-7.69%,48.93,48.58,47.64,10630270000
MNDT,Mandiant Inc,NASDAQ,22.45,Security,,4/5/2022,Buy,10306010,-3.77%,22.18,19.43,18.19,5237725000
MNRL,Brigham Minerals Inc,NYSE,26.74,Mining - Misc,,4/5/2022,Buy,676270,-5.18%,25.04,23.72,22.73,1579726000
MO,Altria Group,NYSE,52.64,Tobacco,,4/5/2022,Buy,9435935,-2.45%,52.02,51.4,49.01,95805792000
MOG.A,Moog Inc Cl A,NYSE,86.87,Aerospace - Defense Equipment,,4/5/2022,Buy,129040,-5.52%,86.66,81.74,79.55,2830896000
MOH,Molina Healthcare Inc,NYSE,329.29,Medical - HMO,,4/5/2022,Buy,382840,-5.27%,331.6,314.62,307.38,19284380000
MOS,Mosaic Company,NYSE,67.75,Fertilizers,,4/5/2022,Buy,11269035,-5.24%,64.25,53.81,45.87,24676702000
MP,Mp Materials Corp,NYSE,54.47,Mining - Misc,,4/5/2022,Buy,3281745,-9.50%,50.16,44.29,44.25,10342606000
MPC,Marathon Petroleum Corp,NYSE,84.71,Oil - Refining and Marketing,,4/5/2022,Buy,6664520,-2.74%,80.36,78.01,71.78,47517888000
MPLX,Mplx LP,NYSE,33.62,Oil - Production & Pipeline,,4/5/2022,Buy,2025430,-2.79%,32.93,32.74,31.36,34379616000
MRC,Mrc Global Inc,NYSE,11.43,Steel - Pipe & Tube,,4/5/2022,Buy,941780,-8.49%,11.66,9.98,8.73,986752000
MRCY,Mercury Sys Inc,NASDAQ,65.32,Computers - Peripheral Equpt,,4/5/2022,Buy,509805,-17.78%,65.7,60.29,56.47,3748035000
MRK,Merck & Company,NYSE,83.72,Large Cap Pharma,,4/5/2022,Buy,10152335,-8.40%,80.22,78.73,78.45,2.10891E+11
MRO,Marathon Oil Corp,NYSE,24.8,Oil - US Integrated,SIC-1311 Crude Petroleum & Natural Gas,4/5/2022,Buy,22071355,-6.06%,24.3,22.66,19.66,18766046000
MSGE,Madison Square Garden Entertainment Corp,NYSE,81.01,Leisure & Recreation Services,,4/5/2022,Buy,220410,-15.61%,79.9,76.53,73.21,2840633000
MTAL,Metals Acquisition Corp Cl A,NYSE,9.98,Unclassified,N/A,4/5/2022,Buy,294830,-1.67%,9.88,9.75,9.73,330767000
MTOR,Meritor Inc,NYSE,35.5,Auto - Truck Original Parts,,4/5/2022,Buy,1160425,-2.04%,35.52,31.11,28.44,2525252000
MUR,Murphy Oil Corp,NYSE,39.9,Oil - US Exploration & Product,,4/5/2022,Buy,2035980,-7.64%,39.47,35.81,31.92,6472548000
NBIX,Neurocrine Bioscienc,NASDAQ,97.05,Medical - Drugs,,4/5/2022,Buy,645825,-10.15%,93.12,87.43,85.11,9286191000
NBR,Nabors Industries,NYSE,158.27,Oil & Gas - Drilling,,4/5/2022,Buy,205275,-7.58%,153.31,134.98,113.34,1415977000
NE,Noble Corp Plc,NYSE,34.06,Oil & Gas - Drilling,,4/5/2022,Buy,534565,-7.42%,33.08,29.18,27.02,2147548000
NEM,Newmont Mining Corp,NYSE,79.86,Mining - Misc,,4/5/2022,Buy,8491305,-4.61%,77.28,70.31,64.45,64394604000
NEX,Nextier Oilfield Solutions Inc,NYSE,9.7,Oil - Field Services,,4/5/2022,Buy,3598020,-9.68%,9.08,7.88,6.06,2462330000
NEXT,Nextdecade Corp,NASDAQ,5.98,Oil Gas Prod Pipeline MLP,,4/5/2022,Buy,2191905,-18.41%,4.8,3.48,3.27,761107000
NFE,New Fortress Energy Llc,NASDAQ,45.11,Oil - International Integrated,SIC-4924 Natural Gas Distribution,4/5/2022,Buy,1685555,-16.01%,35.76,29.15,26.88,9989415000
NFG,National Fuel Gas Company,NYSE,69.34,Utility - Gas Distribution,,4/5/2022,Buy,616505,-2.61%,67.42,63.78,62.85,6306893000
NGG,National Grid Transco Plc ADR,NYSE,78.63,Utility - Electric Power,,4/5/2022,Buy,365340,-1.34%,75.14,74.23,72.01,56051424000
NGVC,Natural Grocers By Vitamin Cottage Inc,NYSE,19.95,Food Items - Wholesale,,4/5/2022,Buy,99985,-9.28%,18.6,17.49,15.6,458541000
NI,NiSource Inc,NYSE,31.86,Utility - Electric Power,,4/5/2022,Buy,3935280,-1.06%,30.66,29.56,28.04,12858812000
NJR,Newjersey Resources Corp,NYSE,45.88,Utility - Gas Distribution,,4/5/2022,Buy,473975,-2.86%,44.79,42.63,40.98,4426491000
NMFC,New Mountain Finance Corp,NASDAQ,13.71,Finance - SBIC & Commercial,,4/5/2022,Buy,469705,-2.83%,13.69,13.58,13.57,1361178000
NOC,Northrop Grumman Corp,NYSE,454.01,Aerospace - Defense,,4/5/2022,Buy,967820,-7.50%,445.43,419.6,398.08,70603376000
